player_a,name_a,pos_a,player_b,name_b,pos_b,pair_type,matches,minutes,gf,ga,gd,gd90,gated
eric-traore,Eric Traoré,FW,ismahila-ouedraogo,Ismahila Ouédraogo,MF,MF-FW,1,38,0,1,-1,,0
eric-traore,Eric Traoré,FW,issa-kabore,Issa Kaboré,DF,DF-FW,1,38,0,1,-1,,0
eric-traore,Eric Traoré,FW,soumaila-ouattara,Soumaïla Ouattara,DF,DF-FW,1,38,0,1,-1,,0
eric-traore,Eric Traoré,FW,steeve-yago,Steeve Yago,DF,DF-FW,1,38,0,1,-1,,0
abdoul-yoda,Abdoul Yoda,MF,herve-koffi,Hervé Koffi,GK,GK-MF,1,38,1,0,1,,0
eric-traore,Eric Traoré,FW,hassane-bande,Hassane Bandé,FW,FW-FW,1,37,0,0,0,,0
dramane-salou,Dramane Salou,MF,edmond-tapsoba,Edmond Tapsoba,DF,DF-MF,3,37,1,1,0,,0
dramane-salou,Dramane Salou,MF,saidou-simpore,Saïdou Simporé,DF,DF-MF,3,37,1,1,0,,0
ousseni-bouda,Ousseni Bouda,FW,stephane-aziz-ki,Stephane Aziz Ki,MF,MF-FW,2,35,1,0,1,,0
abdoul-kader-ouattara,Abdoul Kader Ouattara,FW,ousmane-camara,Ousmane Camara,FW,FW-FW,2,34,2,0,2,,0
dango-ouattara,Dango Ouattara,FW,zakaria-sanogo,Zakaria Sanogo,FW,FW-FW,2,33,0,0,0,,0
kilian-nikiema,Kilian Nikiema,GK,mamady-bangre,Mamady Bangré,FW,GK-FW,1,33,0,2,-2,,0
dramane-salou,Dramane Salou,MF,ousseni-bouda,Ousseni Bouda,FW,MF-FW,2,33,0,0,0,,0
blati-toure,Blati Touré,MF,valentin-nouma,Valentin Nouma,DF,DF-MF,2,31,2,1,1,,0
dango-ouattara,Dango Ouattara,FW,valentin-nouma,Valentin Nouma,DF,DF-FW,2,31,2,1,1,,0
edmond-tapsoba,Edmond Tapsoba,DF,valentin-nouma,Valentin Nouma,DF,DF-DF,2,31,2,1,1,,0
gustavo-sangare,Gustavo Sangaré,MF,valentin-nouma,Valentin Nouma,DF,DF-MF,2,31,2,1,1,,0
ousmane-camara,Ousmane Camara,FW,ousseni-bouda,Ousseni Bouda,FW,FW-FW,2,31,1,1,0,,0
dango-ouattara,Dango Ouattara,FW,pakwo-gnanou,Pakwo Gnanou,DF,DF-FW,1,31,0,1,-1,,0
aboubacar-sawadogo,Aboubacar Sawadogo,GK,blati-toure,Blati Touré,MF,GK-MF,1,30,0,0,0,,0
aboubacar-sawadogo,Aboubacar Sawadogo,GK,edmond-tapsoba,Edmond Tapsoba,DF,GK-DF,1,30,0,0,0,,0
aboubacar-sawadogo,Aboubacar Sawadogo,GK,eric-traore,Eric Traoré,FW,GK-FW,1,30,0,0,0,,0
aboubacar-sawadogo,Aboubacar Sawadogo,GK,gustavo-sangare,Gustavo Sangaré,MF,GK-MF,1,30,0,0,0,,0
aboubacar-sawadogo,Aboubacar Sawadogo,GK,hassane-bande,Hassane Bandé,FW,GK-FW,1,30,0,0,0,,0
aboubacar-sawadogo,Aboubacar Sawadogo,GK,ismahila-ouedraogo,Ismahila Ouédraogo,MF,GK-MF,1,30,0,0,0,,0
aboubacar-sawadogo,Aboubacar Sawadogo,GK,issa-kabore,Issa Kaboré,DF,GK-DF,1,30,0,0,0,,0
aboubacar-sawadogo,Aboubacar Sawadogo,GK,mohamed-konate,Mohamed Konaté,FW,GK-FW,1,30,0,0,0,,0
aboubacar-sawadogo,Aboubacar Sawadogo,GK,soumaila-ouattara,Soumaïla Ouattara,DF,GK-DF,1,30,0,0,0,,0
aboubacar-sawadogo,Aboubacar Sawadogo,GK,steeve-yago,Steeve Yago,DF,GK-DF,1,30,0,0,0,,0
eric-traore,Eric Traoré,FW,mohamed-konate,Mohamed Konaté,FW,FW-FW,1,30,0,0,0,,0
abdoul-bandaogo,Abdoul Bandaogo,MF,abdoul-tapsoba,Abdoul Tapsoba,FW,MF-FW,1,30,0,0,0,,0
abdoul-bandaogo,Abdoul Bandaogo,MF,ousseni-bouda,Ousseni Bouda,FW,MF-FW,1,30,3,1,2,,0
abdoul-guiebre,Abdoul Guiebre,DF,djibril-ouattara,Djibril Ouattara,FW,DF-FW,1,30,0,0,0,,0
cedric-badolo,Cedric Badolo,MF,pierre-landry-kabore,Pierre Landry Kaboré,FW,MF-FW,2,30,1,1,0,,0
cedric-badolo,Cedric Badolo,MF,josue-tiendrebeogo,Josué Tiendrébéogo,MF,MF-MF,1,29,0,2,-2,,0
josue-tiendrebeogo,Josué Tiendrébéogo,MF,ousseni-bouda,Ousseni Bouda,FW,MF-FW,1,29,0,2,-2,,0
ousseni-bouda,Ousseni Bouda,FW,valentin-nouma,Valentin Nouma,DF,DF-FW,1,29,0,2,-2,,0
bertrand-traore,Bertrand Traoré,FW,dramane-salou,Dramane Salou,MF,MF-FW,2,27,1,1,0,,0
blati-toure,Blati Touré,MF,dramane-salou,Dramane Salou,MF,MF-MF,2,27,1,1,0,,0
dramane-salou,Dramane Salou,MF,steeve-yago,Steeve Yago,DF,DF-MF,2,27,1,1,0,,0
dango-ouattara,Dango Ouattara,FW,dramane-salou,Dramane Salou,MF,MF-FW,2,27,1,1,0,,0
abdoul-yoda,Abdoul Yoda,MF,edmond-tapsoba,Edmond Tapsoba,DF,DF-MF,1,27,1,0,1,,0
abdoul-yoda,Abdoul Yoda,MF,mohamed-konate,Mohamed Konaté,FW,MF-FW,1,27,1,0,1,,0
djibril-ouattara,Djibril Ouattara,FW,hassane-bande,Hassane Bandé,FW,FW-FW,3,26,1,1,0,,0
mohamed-konate,Mohamed Konaté,FW,patrick-malo,Patrick Malo,DF,DF-FW,1,24,0,0,0,,0
patrick-malo,Patrick Malo,DF,zakaria-sanogo,Zakaria Sanogo,FW,DF-FW,1,24,0,0,0,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,mamady-bangre,Mamady Bangré,FW,FW-FW,1,24,1,0,1,,0
bertrand-traore,Bertrand Traoré,FW,raouf-memel-dao,Raouf Memel Dao,MF,MF-FW,1,24,0,1,-1,,0
cedric-badolo,Cedric Badolo,MF,raouf-memel-dao,Raouf Memel Dao,MF,MF-MF,1,24,0,1,-1,,0
lohann-doucet,Lohann Doucet,MF,ousseni-bouda,Ousseni Bouda,FW,MF-FW,1,24,0,0,0,,0
lohann-doucet,Lohann Doucet,MF,pakwo-gnanou,Pakwo Gnanou,DF,DF-MF,1,24,0,0,0,,0
mohamed-konate,Mohamed Konaté,FW,pakwo-gnanou,Pakwo Gnanou,DF,DF-FW,1,24,0,0,0,,0
adama-guira,Adama Guira,MF,ousseni-bouda,Ousseni Bouda,FW,MF-FW,1,23,0,0,0,,0
cyrille-bayala,Cyrille Bayala,FW,ousseni-bouda,Ousseni Bouda,FW,FW-FW,1,23,0,0,0,,0
dramane-salou,Dramane Salou,MF,stephane-aziz-ki,Stephane Aziz Ki,MF,MF-MF,1,23,0,0,0,,0
arthur-zagre,Arthur Zagré,DF,pierre-landry-kabore,Pierre Landry Kaboré,FW,DF-FW,1,23,0,1,-1,,0
arthur-zagre,Arthur Zagré,DF,saidou-simpore,Saïdou Simporé,DF,DF-DF,1,23,0,1,-1,,0
ousseni-bouda,Ousseni Bouda,FW,pierre-landry-kabore,Pierre Landry Kaboré,FW,FW-FW,1,23,0,1,-1,,0
pakwo-gnanou,Pakwo Gnanou,DF,pierre-landry-kabore,Pierre Landry Kaboré,FW,DF-FW,1,23,0,1,-1,,0
pakwo-gnanou,Pakwo Gnanou,DF,saidou-simpore,Saïdou Simporé,DF,DF-DF,1,23,0,1,-1,,0
dramane-salou,Dramane Salou,MF,lassina-traore,Lassina Traoré,FW,MF-FW,2,22,1,0,1,,0
lassina-traore,Lassina Traoré,FW,mohamed-konate,Mohamed Konaté,FW,FW-FW,2,21,0,1,-1,,0
abdoul-ayinde,Abdoul Ayinde,DF,adamo-nagalo,Adamo Nagalo,DF,DF-DF,1,20,1,0,1,,0
abdoul-ayinde,Abdoul Ayinde,DF,pierre-landry-kabore,Pierre Landry Kaboré,FW,DF-FW,1,20,1,0,1,,0
abdoul-yoda,Abdoul Yoda,MF,adamo-nagalo,Adamo Nagalo,DF,DF-MF,1,20,1,0,1,,0
abdoul-yoda,Abdoul Yoda,MF,pierre-landry-kabore,Pierre Landry Kaboré,FW,MF-FW,1,20,1,0,1,,0
cedric-badolo,Cedric Badolo,MF,mohamed-zougrana,Mohamed Zougrana,MF,MF-MF,1,20,1,0,1,,0
cedric-badolo,Cedric Badolo,MF,clement-pitroipa,Clement Pitroipa,MF,MF-MF,1,19,0,0,0,,0
clement-pitroipa,Clement Pitroipa,MF,farid-ouedraogo,Farid Ouédraogo,GK,GK-MF,1,19,0,0,0,,0
clement-pitroipa,Clement Pitroipa,MF,hassane-bande,Hassane Bandé,FW,MF-FW,1,19,0,0,0,,0
clement-pitroipa,Clement Pitroipa,MF,issoufou-dayo,Issoufou Dayo,DF,DF-MF,1,19,0,0,0,,0
clement-pitroipa,Clement Pitroipa,MF,lassina-traore,Lassina Traoré,FW,MF-FW,1,19,0,0,0,,0
clement-pitroipa,Clement Pitroipa,MF,mohamed-ouedraogo,Mohamed Ouédraogo,DF,DF-MF,1,19,0,0,0,,0
clement-pitroipa,Clement Pitroipa,MF,nasser-djiga,Nasser Djiga,DF,DF-MF,1,19,0,0,0,,0
clement-pitroipa,Clement Pitroipa,MF,ousseni-bouda,Ousseni Bouda,FW,MF-FW,1,19,0,0,0,,0
clement-pitroipa,Clement Pitroipa,MF,sacha-banse,Sacha Bansé,MF,MF-MF,1,19,0,0,0,,0
mohamed-ouedraogo,Mohamed Ouédraogo,DF,trova-boni,Trova Boni,DF,DF-DF,1,18,0,1,-1,,0
ousseni-bouda,Ousseni Bouda,FW,trova-boni,Trova Boni,DF,DF-FW,1,18,0,1,-1,,0
saidou-simpore,Saïdou Simporé,DF,trova-boni,Trova Boni,DF,DF-DF,1,18,0,1,-1,,0
josue-tiendrebeogo,Josué Tiendrébéogo,MF,kilian-nikiema,Kilian Nikiema,GK,GK-MF,1,18,0,0,0,,0
abdoul-bandaogo,Abdoul Bandaogo,MF,stephane-aziz-ki,Stephane Aziz Ki,MF,MF-MF,2,17,1,0,1,,0
adamo-nagalo,Adamo Nagalo,DF,valentin-nouma,Valentin Nouma,DF,DF-DF,1,16,2,0,2,,0
bertrand-traore,Bertrand Traoré,FW,valentin-nouma,Valentin Nouma,DF,DF-FW,1,16,2,0,2,,0
herve-koffi,Hervé Koffi,GK,valentin-nouma,Valentin Nouma,DF,GK-DF,1,16,2,0,2,,0
ismahila-ouedraogo,Ismahila Ouédraogo,MF,valentin-nouma,Valentin Nouma,DF,DF-MF,1,16,2,0,2,,0
blati-toure,Blati Touré,MF,ousmane-camara,Ousmane Camara,FW,MF-FW,1,16,0,0,0,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,arthur-zagre,Arthur Zagré,DF,DF-FW,1,16,0,0,0,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,ousseni-bouda,Ousseni Bouda,FW,FW-FW,1,16,0,0,0,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,pakwo-gnanou,Pakwo Gnanou,DF,DF-FW,1,16,0,0,0,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,pierre-landry-kabore,Pierre Landry Kaboré,FW,FW-FW,1,16,0,0,0,,0
adama-guira,Adama Guira,MF,valentin-nouma,Valentin Nouma,DF,DF-MF,1,15,0,1,-1,,0
cyrille-bayala,Cyrille Bayala,FW,valentin-nouma,Valentin Nouma,DF,DF-FW,1,15,0,1,-1,,0
kilian-nikiema,Kilian Nikiema,GK,valentin-nouma,Valentin Nouma,DF,GK-DF,1,15,0,1,-1,,0
mamady-bangre,Mamady Bangré,FW,valentin-nouma,Valentin Nouma,DF,DF-FW,1,15,0,1,-1,,0
dramane-salou,Dramane Salou,MF,ismahila-ouedraogo,Ismahila Ouédraogo,MF,MF-MF,1,15,0,1,-1,,0
ismahila-ouedraogo,Ismahila Ouédraogo,MF,nasser-djiga,Nasser Djiga,DF,DF-MF,1,15,0,1,-1,,0
cedric-badolo,Cedric Badolo,MF,hamed-blakiss-ouattara,Hamed Blakiss Ouattara,FW,MF-FW,1,15,0,0,0,,0
clement-pitroipa,Clement Pitroipa,MF,hamed-blakiss-ouattara,Hamed Blakiss Ouattara,FW,MF-FW,1,15,0,0,0,,0
farid-ouedraogo,Farid Ouédraogo,GK,hamed-blakiss-ouattara,Hamed Blakiss Ouattara,FW,GK-FW,1,15,0,0,0,,0
hamed-blakiss-ouattara,Hamed Blakiss Ouattara,FW,hassane-bande,Hassane Bandé,FW,FW-FW,1,15,0,0,0,,0
hamed-blakiss-ouattara,Hamed Blakiss Ouattara,FW,issoufou-dayo,Issoufou Dayo,DF,DF-FW,1,15,0,0,0,,0
hamed-blakiss-ouattara,Hamed Blakiss Ouattara,FW,lassina-traore,Lassina Traoré,FW,FW-FW,1,15,0,0,0,,0
hamed-blakiss-ouattara,Hamed Blakiss Ouattara,FW,mohamed-ouedraogo,Mohamed Ouédraogo,DF,DF-FW,1,15,0,0,0,,0
hamed-blakiss-ouattara,Hamed Blakiss Ouattara,FW,nasser-djiga,Nasser Djiga,DF,DF-FW,1,15,0,0,0,,0
hamed-blakiss-ouattara,Hamed Blakiss Ouattara,FW,ousseni-bouda,Ousseni Bouda,FW,FW-FW,1,15,0,0,0,,0
hamed-blakiss-ouattara,Hamed Blakiss Ouattara,FW,sacha-banse,Sacha Bansé,MF,MF-FW,1,15,0,0,0,,0
adamo-nagalo,Adamo Nagalo,DF,mohamed-ali-yabre,Mohamed Ali Yabré,DF,DF-DF,1,15,0,1,-1,,0
dango-ouattara,Dango Ouattara,FW,mohamed-ali-yabre,Mohamed Ali Yabré,DF,DF-FW,1,15,0,1,-1,,0
dramane-salou,Dramane Salou,MF,hassane-bande,Hassane Bandé,FW,MF-FW,1,15,0,1,-1,,0
dramane-salou,Dramane Salou,MF,mohamed-ali-yabre,Mohamed Ali Yabré,DF,DF-MF,1,15,0,1,-1,,0
dramane-salou,Dramane Salou,MF,mohamed-zougrana,Mohamed Zougrana,MF,MF-MF,1,15,0,1,-1,,0
hassane-bande,Hassane Bandé,FW,mohamed-ali-yabre,Mohamed Ali Yabré,DF,DF-FW,1,15,0,1,-1,,0
herve-koffi,Hervé Koffi,GK,mohamed-ali-yabre,Mohamed Ali Yabré,DF,GK-DF,1,15,0,1,-1,,0
issa-kabore,Issa Kaboré,DF,mohamed-ali-yabre,Mohamed Ali Yabré,DF,DF-DF,1,15,0,1,-1,,0
mohamed-ali-yabre,Mohamed Ali Yabré,DF,mohamed-konate,Mohamed Konaté,FW,DF-FW,1,15,0,1,-1,,0
mohamed-ali-yabre,Mohamed Ali Yabré,DF,mohamed-zougrana,Mohamed Zougrana,MF,DF-MF,1,15,0,1,-1,,0
mohamed-ali-yabre,Mohamed Ali Yabré,DF,nasser-djiga,Nasser Djiga,DF,DF-DF,1,15,0,1,-1,,0
mohamed-ali-yabre,Mohamed Ali Yabré,DF,saidou-simpore,Saïdou Simporé,DF,DF-DF,1,15,0,1,-1,,0
bertrand-traore,Bertrand Traoré,FW,ousseni-bouda,Ousseni Bouda,FW,FW-FW,1,15,0,1,-1,,0
georgi-minoungou,Georgi Minoungou,FW,ousseni-bouda,Ousseni Bouda,FW,FW-FW,1,15,0,1,-1,,0
abdoul-kader-ouattara,Abdoul Kader Ouattara,FW,ousseni-bouda,Ousseni Bouda,FW,FW-FW,1,13,1,0,1,,0
cyriaque-irie,Cyriaque Irié,FW,kilian-nikiema,Kilian Nikiema,GK,GK-FW,1,13,0,0,0,,0
djibril-ouattara,Djibril Ouattara,FW,zakaria-sanogo,Zakaria Sanogo,FW,FW-FW,1,12,1,1,0,,0
abdoul-bandaogo,Abdoul Bandaogo,MF,ismahila-ouedraogo,Ismahila Ouédraogo,MF,MF-MF,1,12,1,0,1,,0
abdoul-bandaogo,Abdoul Bandaogo,MF,steeve-yago,Steeve Yago,DF,DF-MF,1,12,1,0,1,,0
dramane-salou,Dramane Salou,MF,farid-ouedraogo,Farid Ouédraogo,GK,GK-MF,1,12,1,0,1,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,arsene-kouassi,Arsène Kouassi,DF,DF-FW,1,11,0,0,0,,0
adamo-nagalo,Adamo Nagalo,DF,hassim-traore,Hassim Traore,FW,DF-FW,1,10,0,1,-1,,0
edmond-tapsoba,Edmond Tapsoba,DF,hassim-traore,Hassim Traore,FW,DF-FW,1,10,0,1,-1,,0
hassim-traore,Hassim Traore,FW,kilian-nikiema,Kilian Nikiema,GK,GK-FW,1,10,0,1,-1,,0
hassim-traore,Hassim Traore,FW,mohamed-konate,Mohamed Konaté,FW,FW-FW,1,10,0,1,-1,,0
hassim-traore,Hassim Traore,FW,mohamed-ouedraogo,Mohamed Ouédraogo,DF,DF-FW,1,10,0,1,-1,,0
hassim-traore,Hassim Traore,FW,sacha-banse,Sacha Bansé,MF,MF-FW,1,10,0,1,-1,,0
hassim-traore,Hassim Traore,FW,saidou-simpore,Saïdou Simporé,DF,DF-FW,1,10,0,1,-1,,0
hassim-traore,Hassim Traore,FW,steeve-yago,Steeve Yago,DF,DF-FW,1,10,0,1,-1,,0
dramane-salou,Dramane Salou,MF,mohamed-ouedraogo,Mohamed Ouédraogo,DF,DF-MF,1,10,0,0,0,,0
dramane-salou,Dramane Salou,MF,ousmane-camara,Ousmane Camara,FW,MF-FW,1,10,0,0,0,,0
dramane-salou,Dramane Salou,MF,trova-boni,Trova Boni,DF,DF-MF,1,10,0,0,0,,0
adamo-nagalo,Adamo Nagalo,DF,jack-diarra,Jack Diarra,FW,DF-FW,1,10,0,1,-1,,0
arsene-kouassi,Arsène Kouassi,DF,jack-diarra,Jack Diarra,FW,DF-FW,1,10,0,1,-1,,0
bertrand-traore,Bertrand Traoré,FW,jack-diarra,Jack Diarra,FW,FW-FW,1,10,0,1,-1,,0
cedric-badolo,Cedric Badolo,MF,jack-diarra,Jack Diarra,FW,MF-FW,1,10,0,1,-1,,0
edmond-tapsoba,Edmond Tapsoba,DF,jack-diarra,Jack Diarra,FW,DF-FW,1,10,0,1,-1,,0
herve-koffi,Hervé Koffi,GK,jack-diarra,Jack Diarra,FW,GK-FW,1,10,0,1,-1,,0
issa-kabore,Issa Kaboré,DF,jack-diarra,Jack Diarra,FW,DF-FW,1,10,0,1,-1,,0
jack-diarra,Jack Diarra,FW,pierre-landry-kabore,Pierre Landry Kaboré,FW,FW-FW,1,10,0,1,-1,,0
jack-diarra,Jack Diarra,FW,raouf-memel-dao,Raouf Memel Dao,MF,MF-FW,1,10,0,1,-1,,0
jack-diarra,Jack Diarra,FW,saidou-simpore,Saïdou Simporé,DF,DF-FW,1,10,0,1,-1,,0
pierre-landry-kabore,Pierre Landry Kaboré,FW,raouf-memel-dao,Raouf Memel Dao,MF,MF-FW,1,10,0,1,-1,,0
mohamed-konate,Mohamed Konaté,FW,pierre-landry-kabore,Pierre Landry Kaboré,FW,FW-FW,1,10,0,0,0,,0
hassane-bande,Hassane Bandé,FW,patrick-malo,Patrick Malo,DF,DF-FW,1,9,0,0,0,,0
cyrille-bayala,Cyrille Bayala,FW,ismahila-ouedraogo,Ismahila Ouédraogo,MF,MF-FW,1,9,0,0,0,,0
cyrille-bayala,Cyrille Bayala,FW,zakaria-sanogo,Zakaria Sanogo,FW,FW-FW,1,9,0,0,0,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,trova-boni,Trova Boni,DF,DF-FW,2,9,0,0,0,,0
adama-guira,Adama Guira,MF,trova-boni,Trova Boni,DF,DF-MF,2,9,0,0,0,,0
blati-toure,Blati Touré,MF,trova-boni,Trova Boni,DF,DF-MF,2,9,0,0,0,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,sacha-banse,Sacha Bansé,MF,MF-FW,1,9,0,1,-1,,0
djibril-ouattara,Djibril Ouattara,FW,sacha-banse,Sacha Bansé,MF,MF-FW,1,9,0,1,-1,,0
cedric-badolo,Cedric Badolo,MF,hassim-traore,Hassim Traore,FW,MF-FW,1,9,0,1,-1,,0
dango-ouattara,Dango Ouattara,FW,hassim-traore,Hassim Traore,FW,FW-FW,1,9,0,1,-1,,0
abdoul-ayinde,Abdoul Ayinde,DF,clovis-bazemo,Clovis Bazemo,GK,GK-DF,1,9,1,0,1,,0
abdoul-yoda,Abdoul Yoda,MF,clovis-bazemo,Clovis Bazemo,GK,GK-MF,1,9,1,0,1,,0
adamo-nagalo,Adamo Nagalo,DF,clovis-bazemo,Clovis Bazemo,GK,GK-DF,1,9,1,0,1,,0
clovis-bazemo,Clovis Bazemo,GK,dango-ouattara,Dango Ouattara,FW,GK-FW,1,9,1,0,1,,0
clovis-bazemo,Clovis Bazemo,GK,georgi-minoungou,Georgi Minoungou,FW,GK-FW,1,9,1,0,1,,0
clovis-bazemo,Clovis Bazemo,GK,issa-kabore,Issa Kaboré,DF,GK-DF,1,9,1,0,1,,0
clovis-bazemo,Clovis Bazemo,GK,issoufou-dayo,Issoufou Dayo,DF,GK-DF,1,9,1,0,1,,0
clovis-bazemo,Clovis Bazemo,GK,josue-tiendrebeogo,Josué Tiendrébéogo,MF,GK-MF,1,9,1,0,1,,0
clovis-bazemo,Clovis Bazemo,GK,pierre-landry-kabore,Pierre Landry Kaboré,FW,GK-FW,1,9,1,0,1,,0
clovis-bazemo,Clovis Bazemo,GK,saidou-simpore,Saïdou Simporé,DF,GK-DF,1,9,1,0,1,,0
djibril-ouattara,Djibril Ouattara,FW,eric-traore,Eric Traoré,FW,FW-FW,1,8,0,1,-1,,0
eric-traore,Eric Traoré,FW,farid-ouedraogo,Farid Ouédraogo,GK,GK-FW,1,8,0,1,-1,,0
abdoul-guiebre,Abdoul Guiebre,DF,trova-boni,Trova Boni,DF,DF-DF,1,5,0,0,0,,0
mamady-bangre,Mamady Bangré,FW,trova-boni,Trova Boni,DF,DF-FW,1,5,0,0,0,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,aboubacar-bassinga,Aboubacar Bassinga,MF,MF-FW,1,5,0,0,0,,0
aboubacar-bassinga,Aboubacar Bassinga,MF,adamo-nagalo,Adamo Nagalo,DF,DF-MF,1,5,0,0,0,,0
aboubacar-bassinga,Aboubacar Bassinga,MF,arthur-zagre,Arthur Zagré,DF,DF-MF,1,5,0,0,0,,0
aboubacar-bassinga,Aboubacar Bassinga,MF,edmond-tapsoba,Edmond Tapsoba,DF,DF-MF,1,5,0,0,0,,0
aboubacar-bassinga,Aboubacar Bassinga,MF,kilian-nikiema,Kilian Nikiema,GK,GK-MF,1,5,0,0,0,,0
aboubacar-bassinga,Aboubacar Bassinga,MF,ousseni-bouda,Ousseni Bouda,FW,MF-FW,1,5,0,0,0,,0
aboubacar-bassinga,Aboubacar Bassinga,MF,pakwo-gnanou,Pakwo Gnanou,DF,DF-MF,1,5,0,0,0,,0
aboubacar-bassinga,Aboubacar Bassinga,MF,pierre-landry-kabore,Pierre Landry Kaboré,FW,MF-FW,1,5,0,0,0,,0
aboubacar-bassinga,Aboubacar Bassinga,MF,saidou-simpore,Saïdou Simporé,DF,DF-MF,1,5,0,0,0,,0
adamo-nagalo,Adamo Nagalo,DF,trova-boni,Trova Boni,DF,DF-DF,1,4,0,0,0,,0
bertrand-traore,Bertrand Traoré,FW,trova-boni,Trova Boni,DF,DF-FW,1,4,0,0,0,,0
clement-pitroipa,Clement Pitroipa,MF,steeve-yago,Steeve Yago,DF,DF-MF,1,4,0,0,0,,0
adama-guira,Adama Guira,MF,dramane-nikiema,Dramane Nikièma,MF,MF-MF,1,2,0,0,0,,0
blati-toure,Blati Touré,MF,dramane-nikiema,Dramane Nikièma,MF,MF-MF,1,2,0,0,0,,0
dramane-nikiema,Dramane Nikièma,MF,edmond-tapsoba,Edmond Tapsoba,DF,DF-MF,1,2,0,0,0,,0
dramane-nikiema,Dramane Nikièma,MF,herve-koffi,Hervé Koffi,GK,GK-MF,1,2,0,0,0,,0
dramane-nikiema,Dramane Nikièma,MF,ismahila-ouedraogo,Ismahila Ouédraogo,MF,MF-MF,1,2,0,0,0,,0
dramane-nikiema,Dramane Nikièma,MF,issa-kabore,Issa Kaboré,DF,DF-MF,1,2,0,0,0,,0
dramane-nikiema,Dramane Nikièma,MF,issoufou-dayo,Issoufou Dayo,DF,DF-MF,1,2,0,0,0,,0
dramane-nikiema,Dramane Nikièma,MF,mohamed-konate,Mohamed Konaté,FW,MF-FW,1,2,0,0,0,,0
dramane-nikiema,Dramane Nikièma,MF,steeve-yago,Steeve Yago,DF,DF-MF,1,2,0,0,0,,0
dramane-nikiema,Dramane Nikièma,MF,zakaria-sanogo,Zakaria Sanogo,FW,MF-FW,1,2,0,0,0,,0
bertrand-traore,Bertrand Traoré,FW,eric-traore,Eric Traoré,FW,FW-FW,1,1,0,1,-1,,0
blati-toure,Blati Touré,MF,hassim-traore,Hassim Traore,FW,MF-FW,1,1,0,0,0,,0
hassim-traore,Hassim Traore,FW,ousseni-bouda,Ousseni Bouda,FW,FW-FW,1,1,0,0,0,,0
abdoul-ayinde,Abdoul Ayinde,DF,mohamed-ouedraogo,Mohamed Ouédraogo,DF,DF-DF,1,1,0,0,0,,0
pierre-landry-kabore,Pierre Landry Kaboré,FW,stephane-aziz-ki,Stephane Aziz Ki,MF,MF-FW,1,1,0,0,0,,0
